iter	Passed	Remaining
867	1924	292
868	1926	290
869	1927	288
870	1929	285
871	1931	283
872	1934	281
873	1935	279
874	1937	276
875	1939	274
876	1941	272
877	1943	270
878	1945	267
879	1947	265
880	1949	263
881	1951	261
882	1953	258
883	1955	256
884	1957	254
885	1959	252
886	1961	249
887	1963	247
888	1965	245
889	1967	243
890	1969	240
891	1971	238
892	1973	236
893	1975	234
894	1977	232
895	1979	229
896	1981	227
897	1983	225
898	1985	223
899	1987	220
900	1989	218
901	1991	216
902	1993	214
903	1995	211
904	1997	209
905	1999	207
906	2001	205
907	2003	202
908	2005	200
909	2007	198
910	2009	196
911	2011	194
912	2013	191
913	2015	189
914	2017	187
915	2019	185
916	2021	182
917	2024	180
918	2026	178
919	2028	176
920	2030	174
921	2032	171
922	2034	169
923	2036	167
924	2038	165
925	2040	163
926	2042	160
927	2044	158
928	2046	156
929	2048	154
930	2050	151
931	2052	149
932	2054	147
933	2055	145
934	2057	143
935	2059	140
936	2061	138
937	2063	136
938	2065	134
939	2067	131
940	2069	129
941	2071	127
942	2073	125
943	2075	123
944	2077	120
945	2080	118
946	2082	116
947	2084	114
948	2086	112
949	2088	109
950	2090	107
951	2091	105
952	2093	103
953	2095	101
954	2097	98
955	2099	96
956	2101	94
957	2103	92
958	2105	90
959	2107	87
960	2109	85
961	2111	83
962	2113	81
963	2114	78
964	2116	76
965	2118	74
966	2120	72
967	2122	70
968	2124	67
969	2126	65
970	2128	63
971	2130	61
972	2132	59
973	2134	56
974	2136	54
975	2138	52
976	2140	50
977	2142	48
978	2144	45
979	2146	43
980	2148	41
981	2149	39
982	2151	37
983	2153	35
984	2155	32
985	2157	30
986	2159	28
987	2161	26
988	2163	24
989	2165	21
990	2167	19
991	2169	17
992	2172	15
993	2174	13
994	2176	10
995	2178	8
996	2180	6
997	2182	4
998	2184	2
999	2186	0
